Station,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,Depth,Water1,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed
2,28/6/2013,83,68,76,M,60,65,0,11,-,-,RA,M,M,M,0.16,28.97,29.62,9,29,9.8
1,29/6/2013,72,64,68,-3,59,62,0,3,419,1931,BR,0,M,0,0,28.97,29.66,12,2,12.3
2,29/6/2013,72,64,68,M,59,62,0,3,-,-,RA,M,M,M,  T,29.03,29.65,11.7,1,12
1,30/6/2013,77,62,70,-2,52,59,0,5,419,1931, ,0,M,0,0,29.2,29.88,13.8,2,13.9
2,30/6/2013,76,64,70,M,52,60,0,5,-,-, ,M,M,M,0,29.25,29.86,14,1,14.2
1,1/7/2013,75,59,67,-5,51,58,0,2,420,1931, ,0,M,0,0,29.31,30.03,12.6,3,12.3
2,1/7/2013,75,61,68,M,50,58,0,3,-,-, ,M,M,M,0,29.37,30.01,13.8,3,13.6
1,2/7/2013,68,60,64,-8,52,57,1,0,420,1931, ,0,M,0,  T,29.33,30.05,11,3,11.2
2,2/7/2013,68,62,65,M,53,58,0,0,-,-,RA,M,M,M,  T,29.39,30.04,12,3,12.3
1,3/7/2013,72,59,66,-6,60,62,0,1,421,1931,DZ BR HZ,0,M,0,0.02,29.32,30.04,2.2,2,5.3
2,3/7/2013,74,62,68,M,60,62,0,3,-,-,TSRA RA,M,M,M,0.07,29.38,30.03,0.5,36,4.2
1,4/7/2013,83,56,70,-2,61,64,0,5,422,1930,BR,0,M,0,0,29.34,30.05,4.4,20,5.1
2,4/7/2013,83,61,72,M,59,65,0,7,-,-,BR HZ,M,M,M,0,29.41,30.05,7.3,19,7.7
1,5/7/2013,86,60,73,1,61,66,0,8,422,1930, ,0,M,0,0,29.33,30.04,3.7,19,4.8
2,5/7/2013,87,63,75,M,60,66,0,10,-,-, ,M,M,M,0,29.39,30.03,5.1,20,5.9
1,6/7/2013,83,65,74,2,65,68,0,9,423,1930, ,0,M,0,0,29.29,30.01,4.1,19,4.5
2,6/7/2013,82,71,77,M,63,68,0,12,-,-, ,M,M,M,0,29.36,30,5.4,19,5.9
1,7/7/2013,88,70,79,7,67,71,0,14,423,1930, ,0,M,0,0,29.26,29.97,6.6,21,6.8
2,7/7/2013,89,70,80,M,66,71,0,15,-,-, ,M,M,M,0,29.33,29.96,8,21,8.2
1,8/7/2013,86,70,78,5,71,74,0,13,424,1929,TSRA RA BR,0,M,0,0.5,29.24,29.95,7.8,23,8.4
2,8/7/2013,87,71,79,M,70,72,0,14,-,-,RA BR,M,M,M,0.84,29.31,29.95,10,22,10.5
1,9/7/2013,85,73,79,6,74,75,0,14,425,1929,BR,0,M,0,  T,29.19,29.91,6.9,23,7.3
2,9/7/2013,85,75,80,M,72,75,0,15,-,-,RA BR HZ,M,M,M,0.01,29.26,29.91,8.9,23,9.3
1,10/7/2013,85,66,76,3,65,70,0,11,425,1929, ,0,M,0,0,29.2,29.89,6,34,8.3
2,10/7/2013,87,66,77,M,65,69,0,12,-,-, ,M,M,M,0,29.26,29.88,3.7,3,8
1,11/7/2013,81,64,73,0,54,62,0,8,426,1928, ,0,M,0,0,29.36,30.06,6.5,3,7.4
2,11/7/2013,80,63,72,M,52,61,0,7,-,-, ,M,M,M,0,29.42,30.05,6.3,3,7.5
1,12/7/2013,83,58,71,-2,53,61,0,6,427,1928, ,0,M,0,0,29.38,30.1,4,8,4.8
2,12/7/2013,82,60,71,M,54,62,0,6,-,-, ,M,M,M,0,29.44,30.09,4.1,8,5.4
1,13/7/2013,84,62,73,0,59,65,0,8,428,1927, ,0,M,0,0,29.41,30.12,6.8,9,7.5
2,13/7/2013,83,67,75,M,58,65,0,10,-,-, ,M,M,M,0,29.47,30.11,6.4,9,7.1
1,14/7/2013,88,72,80,7,66,71,0,15,428,1927, ,0,M,0,0,29.47,30.17,6.7,9,7.6
2,14/7/2013,88,73,81,M,66,70,0,16,-,-, ,M,M,M,0,29.52,30.16,8.2,8,8.5
1,15/7/2013,89,71,80,6,71,74,0,15,429,1926, ,0,M,0,0.09,29.52,30.23,4.3,8,5.1
2,15/7/2013,91,75,83,M,71,74,0,18,-,-, ,M,M,M,0.02,29.57,30.21,5,8,6.2
1,16/7/2013,92,73,83,9,72,75,0,18,430,1925, ,0,M,0,0,29.54,30.25,6.4,23,6.8
2,16/7/2013,93,77,85,M,70,75,0,20,-,-, ,M,M,M,0.01,29.61,30.24,6.8,22,7.3
1,17/7/2013,94,76,85,11,72,76,0,20,431,1925, ,0,M,0,0,29.51,30.23,6.7,26,6.9
2,17/7/2013,95,77,86,M,70,75,0,21,-,-, ,M,M,M,0,29.57,30.21,6.2,25,7.1
1,18/7/2013,95,77,86,12,72,76,0,21,432,1924, ,0,M,0,  T,29.31,30.05,7.2,24,8.1
2,18/7/2013,96,79,88,M,71,76,0,23,-,-,TS,M,M,M,0,29.38,30.04,8.8,23,9.4
1,19/7/2013,96,71,84,10,70,75,0,19,433,1923,TS BR,0,M,0,0.58,29.1,29.83,13.3,25,14
2,19/7/2013,97,75,86,M,69,75,0,21,-,-,TS,M,M,M,  T,29.17,29.82,13.4,24,13.9
1,20/7/2013,89,71,80,6,64,69,0,15,433,1923, ,0,M,0,0.06,29.17,29.86,4.8,1,7.5
2,20/7/2013,88,72,80,M,63,69,0,15,-,-,RA,M,M,M,0.01,29.23,29.85,3.8,3,7.2
1,21/7/2013,88,68,78,4,65,69,0,13,434,1922, ,0,M,0,0.01,29.18,29.89,2.8,7,6.7
2,21/7/2013,89,72,81,M,63,69,0,16,-,-, ,M,M,M,0,29.24,29.88,2.9,11,7.9
1,22/7/2013,87,71,79,5,66,71,0,14,435,1921,TSRA RA,0,M,0,  T,29.07,29.78,4.9,24,7.4
2,22/7/2013,90,72,81,M,64,70,0,16,-,-,TSRA,M,M,M,  T,29.14,29.77,5.2,21,7.4
1,23/7/2013,78,63,71,-3,60,64,0,6,436,1920, ,0,M,0,0.03,29.15,29.83,8.8,2,11
2,23/7/2013,80,65,73,M,58,64,0,8,-,-, ,M,M,M,0,29.21,29.81,7.3,1,11.4
1,24/7/2013,72,60,66,-8,51,58,0,1,437,1919, ,0,M,0,0,29.31,30.01,7.8,5,8.1
2,24/7/2013,73,62,68,M,48,57,0,3,-,-, ,M,M,M,0,29.38,30.01,10.1,5,10.5
1,25/7/2013,81,57,69,-5,54,61,0,4,438,1918, ,0,M,0,0,29.33,30.05,4.1,23,5.1
2,25/7/2013,81,58,70,M,52,60,0,5,-,-, ,M,M,M,0,29.39,30.05,2.7,23,3.9
1,26/7/2013,70,62,66,-8,61,63,0,1,439,1918,RA BR,0,M,0,0.39,29.21,29.94,7.6,22,8.5
2,26/7/2013,74,65,70,M,58,62,0,5,-,-,RA,M,M,M,0.01,29.28,29.94,9.3,21,10.2
1,27/7/2013,65,55,60,-14,51,56,5,0,440,1917, ,0,M,0,0,29.17,29.9,9,30,10.6
2,27/7/2013,68,57,63,M,49,55,2,0,-,-, ,M,M,M,0,29.23,29.89,10.3,30,11.3
1,28/7/2013,69,54,62,-12,50,55,3,0,441,1916,RA,0,M,0,  T,29.23,29.93,8.7,28,9.1
2,28/7/2013,71,55,63,M,47,54,2,0,-,-,RA,M,M,M,  T,29.3,29.94,9.5,26,9.8
1,29/7/2013,76,57,67,-7,55,59,0,2,442,1915, ,0,M,0,0,29.41,30.11,2,1,7
2,29/7/2013,76,58,67,M,53,59,0,2,-,-, ,M,M,M,0,29.47,30.1,2.3,2,7.7
1,30/7/2013,74,57,66,-8,59,62,0,1,443,1914,RA,0,M,0,0.04,29.39,30.12,4.2,16,4.7
2,30/7/2013,74,61,68,M,56,61,0,3,-,-,RA,M,M,M,  T,29.46,30.12,5.5,16,6
1,31/7/2013,75,62,69,-5,64,65,0,4,444,1913,RA DZ BR,0,M,0,0.5,29.26,30,2.2,32,4.4
2,31/7/2013,75,64,70,M,63,65,0,5,-,-,RA DZ BR HZ,M,M,M,0.18,29.33,29.99,2.5,30,4.2
1,1/8/2013,81,61,71,-2,57,62,0,6,445,1911, ,0,M,0,0,29.23,29.95,7.6,30,7.8
2,1/8/2013,82,61,72,M,54,62,0,7,-,-, ,M,M,M,0,29.29,29.95,6.2,29,7.1
1,2/8/2013,84,62,73,0,63,67,0,8,446,1910,RA BR,0,M,0,0.63,29.15,29.87,4.5,29,8.2
2,2/8/2013,86,65,76,M,62,66,0,11,-,-,RA,M,M,M,0.41,29.23,29.87,2.7,23,7.7
1,3/8/2013,81,64,73,0,55,62,0,8,447,1909, ,0,M,0,0,29.33,30.03,5.8,2,6.8
2,3/8/2013,79,66,73,M,54,62,0,8,-,-, ,M,M,M,0,29.39,30.02,6.9,4,8.4
1,4/8/2013,75,60,68,-5,56,61,0,3,448,1908,RA,0,M,0,  T,29.42,30.14,5.9,6,7.8
2,4/8/2013,74,60,67,M,55,61,0,2,-,-,RA,M,M,M,  T,29.49,30.13,6.1,7,6.9
1,5/8/2013,75,58,67,-6,59,62,0,2,449,1907,RA,0,M,0,0.07,29.23,29.98,6.8,19,7.6
2,5/8/2013,76,63,70,M,56,61,0,5,-,-, ,M,M,M,0.02,29.29,29.98,7.1,18,7.9
1,6/8/2013,83,67,75,2,68,70,0,10,450,1906, ,0,M,0,0.04,29.13,29.86,7.2,21,8
2,6/8/2013,85,68,77,M,65,69,0,12,-,-, ,M,M,M,0,29.21,29.85,8.7,21,9.4
1,7/8/2013,89,67,78,5,68,71,0,13,451,1904, ,0,M,0,  T,29.14,29.83,4,30,9.9
2,7/8/2013,91,70,81,M,67,71,0,16,-,-,BR,M,M,M,0.01,29.2,29.82,2.4,30,10.5
1,8/8/2013,78,65,72,-1,56,62,0,7,452,1903, ,0,M,0,0,29.26,29.98,8.6,5,9.3
2,8/8/2013,79,69,74,M,55,62,0,9,-,-, ,M,M,M,0,29.33,29.96,10.5,5,10.8
1,9/8/2013,82,59,71,-2,60,65,0,6,453,1902, ,0,M,0,  T,29.28,29.98,4.7,27,5.3
2,9/8/2013,84,62,73,M,58,65,0,8,-,-, ,M,M,M,0,29.34,29.97,4.9,27,5.6
1,10/8/2013,81,64,73,0,57,M,0,8,454,1900, ,0,M,0,0,M,30.08,5.3,5,6.5
2,10/8/2013,81,68,75,M,55,63,0,10,-,-, ,M,M,M,0,M,30.07,6,6,7.4
1,11/8/2013,81,60,71,-2,61,M,0,6,455,1859,RA,0,M,0,0.01,29.35,30.07,2,27,3
2,11/8/2013,84,63,74,M,57,64,0,9,-,-, ,M,M,M,  T,29.42,30.06,4,24,5.4
1,12/8/2013,82,67,75,2,65,68,0,10,456,1858,RA DZ,0,M,0,0.27,29.21,29.93,3.5,27,7.5
2,12/8/2013,85,69,77,M,63,M,0,12,-,-,RA,M,M,M,0.66,29.27,29.92,4.5,26,7.7
1,13/8/2013,70,58,64,-9,52,58,1,0,457,1856, ,0,M,0,0,29.37,30.07,8.7,3,9.6
2,13/8/2013,71,62,67,M,50,57,0,2,-,-, ,M,M,M,0,29.42,30.06,11.2,2,11.9
1,14/8/2013,72,56,64,-8,50,56,1,0,458,1855, ,0,M,0,0,29.44,30.16,3.9,4,7.1
2,14/8/2013,71,58,65,M,49,56,0,0,-,-, ,M,M,M,0,29.52,30.16,3,3,7
1,15/8/2013,75,55,65,-7,53,58,0,0,459,1854, ,0,M,0,0,29.4,30.13,4.2,24,4.9
2,15/8/2013,74,57,66,M,50,58,0,1,-,-, ,M,M,M,0,29.47,30.13,4.5,22,5
1,16/8/2013,82,55,69,-3,52,60,0,4,500,1852, ,0,M,0,0,29.44,30.15,2.8,4,5.2
2,16/8/2013,82,58,70,M,51,60,0,5,-,-, ,M,M,M,0,29.5,30.14,5,7,5.8
1,17/8/2013,81,57,69,-3,56,62,0,4,501,1851, ,0,M,0,0,29.47,30.19,5.7,8,6.4
2,17/8/2013,79,60,70,M,55,62,0,5,-,-, ,M,M,M,0,29.53,30.18,6,7,6.3
1,18/8/2013,81,59,70,-2,57,63,0,5,502,1849, ,0,M,0,0,29.41,30.14,3.7,8,4.8
2,18/8/2013,81,62,72,M,57,64,0,7,-,-, ,M,M,M,0,29.48,30.13,4.2,8,4.8
1,19/8/2013,85,57,71,0,60,65,0,6,503,1848, ,0,M,0,0,29.34,30.07,5.1,25,5.3
2,19/8/2013,86,63,75,M,58,65,0,10,-,-,HZ,M,M,M,0,29.41,30.06,3.8,25,4.6
1,20/8/2013,88,66,77,6,62,68,0,12,504,1846, ,0,M,0,0,29.34,30.06,7.7,22,8
2,20/8/2013,88,68,78,M,61,67,0,13,-,-, ,M,M,M,0,29.41,30.05,7,21,7.5
1,21/8/2013,90,68,79,8,65,70,0,14,505,1845,RA,0,M,0,0.01,29.3,30.02,8.6,23,9
2,21/8/2013,91,70,81,M,64,70,0,16,-,-,RA,M,M,M,0.05,29.37,30.02,9,22,9.3
1,22/8/2013,78,68,73,2,67,69,0,8,506,1843,RA,0,M,0,0.23,29.36,30.05,1.5,23,7
2,22/8/2013,78,67,73,M,66,68,0,8,-,-,RA,M,M,M,0.36,29.42,30.05,2.5,24,7
1,23/8/2013,82,62,72,1,55,63,0,7,508,1842,BR,0,M,0,0,29.43,30.14,6.1,6,6.8
2,23/8/2013,81,64,73,M,55,63,0,8,-,-,BR,M,M,M,0,29.49,30.13,7.2,6,8
1,24/8/2013,86,60,73,2,59,65,0,8,509,1840, ,0,M,0,0,29.49,30.2,5.3,17,6.1
2,24/8/2013,86,64,75,M,56,64,0,10,-,-, ,M,M,M,0,29.55,30.2,4.6,16,5.9
1,25/8/2013,89,65,77,7,62,68,0,12,510,1839, ,0,M,0,0,29.46,30.18,9.2,22,9.6
2,25/8/2013,89,68,79,M,60,67,0,14,-,-, ,M,M,M,0,29.52,30.17,9.6,21,10.1
1,26/8/2013,92,70,81,11,68,72,0,16,511,1837, ,0,M,0,0,29.34,30.06,9,24,9.4
2,26/8/2013,92,70,81,M,66,71,0,16,-,-, ,M,M,M,0,29.41,30.06,9.2,23,9.5
1,27/8/2013,96,77,87,17,70,75,0,22,512,1835, ,0,M,0,0,29.18,29.9,11.7,24,12
2,27/8/2013,96,77,87,M,68,74,0,22,-,-, ,M,M,M,0,29.24,29.89,12.5,24,12.7
1,28/8/2013,83,71,77,7,69,72,0,12,513,1834, ,0,M,0,0,29.26,29.95,6.9,3,9.3
2,28/8/2013,83,71,77,M,67,71,0,12,-,-,BR,M,M,M,0,29.32,29.94,5.8,36,8.7
1,29/8/2013,89,66,78,8,64,69,0,13,514,1832,BR HZ,0,M,0,0,29.29,30.01,3.9,10,4.7
2,29/8/2013,87,69,78,M,65,69,0,13,-,-,FG BR HZ,M,M,M,0,29.36,30,4.2,10,4.6
1,30/8/2013,96,67,82,12,68,72,0,17,515,1831,BR,0,M,0,0.36,29.13,29.86,4.4,26,8.3
2,30/8/2013,96,69,83,M,67,71,0,18,-,-,TSRA RA,M,M,M,0.47,29.21,29.85,5.3,24,7.8
1,31/8/2013,78,71,75,6,67,69,0,10,516,1829,TS TSRA,0,M,0,0.07,29.1,29.82,6.1,5,7.2
2,31/8/2013,77,70,74,M,66,68,0,9,-,-,TS TSRA RA BR,M,M,M,0.96,29.16,29.81,5.8,4,7
1,1/9/2013,85,65,75,7,67,70,0,10,517,1827,TS,0,M,0,0.14,29.05,29.76,4.2,29,5.2
2,1/9/2013,84,68,76,M,66,69,0,11,-,-, ,M,M,M,0.02,29.11,29.75,3.9,27,5.8
1,2/9/2013,79,60,70,2,61,64,0,5,518,1826, ,0,M,0,0,29.21,29.9,8.1,2,9.2
2,2/9/2013,77,62,70,M,60,64,0,5,-,-, ,M,M,M,0,29.27,29.89,7.5,2,8.7
1,3/9/2013,77,57,67,-1,54,59,0,2,519,1824, ,0,M,0,0,29.32,30.02,4,30,5.8
2,3/9/2013,76,58,67,M,54,60,0,2,-,-, ,M,M,M,0,29.39,30.02,1.5,34,4.6
1,4/9/2013,84,59,72,4,57,63,0,7,520,1822, ,0,M,0,0,29.37,30.08,6.2,26,7
2,4/9/2013,84,59,72,M,55,62,0,7,-,-, ,M,M,M,0,29.44,30.08,6.4,25,6.8
1,5/9/2013,74,59,67,0,54,60,0,2,521,1821, ,0,M,0,  T,29.49,30.2,9,5,9.2
2,5/9/2013,74,65,70,M,53,60,0,5,-,-, ,M,M,M,0,29.55,30.19,9.2,6,9.9
1,6/9/2013,86,57,72,5,58,64,0,7,522,1819, ,0,M,0,0,29.38,30.11,4.7,20,6
2,6/9/2013,85,62,74,M,55,63,0,9,-,-, ,M,M,M,0,29.44,30.11,4.3,17,6
1,7/9/2013,88,65,77,10,62,68,0,12,523,1817, ,0,M,0,0.01,29.21,29.94,5.7,23,6.9
2,7/9/2013,87,68,78,M,61,67,0,13,-,-, ,M,M,M,0,29.28,29.94,5.8,23,7.7
1,8/9/2013,77,71,74,8,66,69,0,9,524,1815, ,0,M,0,0,29.26,29.98,10.5,7,11.9
2,8/9/2013,78,71,75,M,65,68,0,10,-,-, ,M,M,M,0,29.33,29.96,10.1,7,12
1,9/9/2013,94,68,81,15,70,74,0,16,525,1814, ,0,M,0,0,29.15,29.86,9,20,10.1
2,9/9/2013,94,69,82,M,68,73,0,17,-,-,HZ,M,M,M,0,29.22,29.86,8.5,20,9.2
1,10/9/2013,95,77,86,20,64,71,0,21,526,1812, ,0,M,0,0,29.25,29.95,12.1,24,12.5
2,10/9/2013,96,78,87,M,63,71,0,22,-,-, ,M,M,M,0,29.32,29.94,12.2,24,12.5
1,11/9/2013,91,75,83,18,66,71,0,18,527,1810, ,0,M,0,  T,29.28,29.98,4.2,27,7.5
2,11/9/2013,92,75,84,M,66,71,0,19,-,-, ,M,M,M,  T,29.34,29.97,5.1,25,6.9
1,12/9/2013,82,62,72,7,59,64,0,7,528,1809,RA,0,M,0,  T,29.28,29.98,7,35,9.4
2,12/9/2013,83,63,73,M,58,64,0,8,-,-, ,M,M,M,0.06,29.34,29.97,6.8,34,9.8
1,13/9/2013,67,52,60,-5,45,52,5,0,529,1807, ,0,M,0,0,29.41,30.13,10.7,1,11.5
2,13/9/2013,67,54,61,M,45,53,4,0,-,-, ,M,M,M,  T,29.47,30.12,12.8,1,13.5
1,14/9/2013,72,47,60,-4,43,52,5,0,530,1805, ,0,M,0,0,29.36,30.1,4.7,21,5.9
2,14/9/2013,72,51,62,M,41,52,3,0,-,-, ,M,M,M,0,29.44,30.11,5.3,19,6.3
1,15/9/2013,62,56,59,-5,52,55,6,0,531,1803,RA BR,0,M,0,0.65,29.34,30.06,1.1,2,5.4
2,15/9/2013,62,58,60,M,51,55,5,0,-,-,RA DZ BR,M,M,M,0.24,29.41,30.06,0.4,19,5.1
1,16/9/2013,64,51,58,-6,47,52,7,0,532,1760, ,0,M,0,0,29.59,30.3,9.7,3,10.8
2,16/9/2013,64,55,60,M,47,53,5,0,-,-, ,M,M,M,  T,29.65,30.29,11.4,3,12.8
1,17/9/2013,71,49,60,-4,51,56,5,0,533,1758, ,0,M,0,0,29.49,30.23,7,13,7.6
2,17/9/2013,70,53,62,M,49,55,3,0,-,-, ,M,M,M,  T,29.55,30.23,7.2,12,8.2
1,18/9/2013,81,60,71,7,60,64,0,6,535,1756, ,0,M,0,0.55,29.26,30.01,8.7,18,9
2,18/9/2013,82,62,72,M,58,62,0,7,-,-,TS HZ,M,M,M,0.51,29.35,30.02,6.7,17,9.1
1,19/9/2013,84,69,77,14,68,70,0,12,536,1755,TS TSRA RA FG BR HZ,0,M,0,0.84,29.14,29.87,8.3,16,10.6
2,19/9/2013,84,70,77,M,66,69,0,12,-,-,RA BR HZ,M,M,M,  T,29.21,29.87,7.8,16,10
1,20/9/2013,76,58,67,5,60,63,0,2,537,1753, ,0,M,0,  T,29.08,29.8,10.1,26,11
2,20/9/2013,77,59,68,M,59,63,0,3,-,-, ,M,M,M,0.02,29.15,29.8,10.3,26,11.2
1,21/9/2013,67,52,60,-2,48,53,5,0,538,1751, ,0,M,0,0,29.17,29.87,9.6,33,10
2,21/9/2013,67,51,59,M,46,53,6,0,-,-, ,M,M,M,0,29.23,29.87,9,33,9.5
1,22/9/2013,67,49,58,-4,47,52,7,0,539,1749, ,0,M,0,0,29.3,30.01,6.2,4,7.5
2,22/9/2013,67,49,58,M,45,51,7,0,-,-, ,M,M,M,0,29.36,30.01,4.8,5,6.8
1,23/9/2013,67,46,57,-4,48,53,8,0,540,1748, ,0,M,0,0,29.34,30.06,4.9,10,6.1
2,23/9/2013,67,50,59,M,45,52,6,0,-,-, ,M,M,M,0,29.41,30.06,6.8,11,7.6
1,24/9/2013,70,49,60,-1,49,54,5,0,541,1746, ,0,M,0,0,29.26,30,6.2,10,8
2,24/9/2013,91,52,M,M,48,54,M,M,-,-, ,M,M,M,0,29.33,30,5.8,9,7.7
1,25/9/2013,70,51,61,0,52,56,4,0,542,1744, ,0,M,0,0,29.23,29.95,4.8,5,5.7
2,25/9/2013,71,56,64,M,51,56,1,0,-,-, ,M,M,M,0,29.29,29.95,5.9,6,6.6
1,26/9/2013,75,50,63,3,52,58,2,0,543,1742,BR,0,M,0,0,29.34,30.04,3.8,8,4.2
2,26/9/2013,75,55,65,M,52,58,0,0,-,-, ,M,M,M,0,29.4,30.04,4.1,9,4.6
1,27/9/2013,81,52,67,7,51,57,0,2,544,1741, ,0,M,0,0,29.38,30.09,7,13,7.4
2,27/9/2013,80,57,69,M,48,57,0,4,-,-, ,M,M,M,0,29.44,30.09,6.6,12,7.3
1,28/9/2013,84,55,70,11,56,62,0,5,545,1739,RA BR,0,M,0,0.2,29.24,29.98,10.9,19,12.7
2,28/9/2013,85,58,72,M,54,61,0,7,-,-,RA BR,M,M,M,0.02,29.31,29.98,10.2,18,11.3
1,29/9/2013,68,51,60,1,49,54,5,0,546,1737,RA BR,0,M,0,0.18,29.29,30.01,6,36,7.6
2,29/9/2013,84,53,M,M,48,54,M,M,-,-,RA BR,M,M,M,0.22,29.36,30.01,6.3,36,7.8
1,30/9/2013,74,47,61,2,49,55,4,0,547,1735, ,0,M,0,0,29.21,29.93,5.8,19,6.2
2,30/9/2013,76,50,63,M,47,55,2,0,-,-, ,M,M,M,0,29.28,29.93,4.2,19,4.9
1,1/10/2013,79,62,71,13,62,65,0,6,548,1734,BR,0,M,0,0,29.21,29.92,12.5,22,12.2
2,1/10/2013,79,62,71,M,61,64,0,6,-,-,BR HZ,M,M,M,0,29.28,29.92,11.9,21,11.5
1,2/10/2013,76,62,69,11,50,59,0,4,549,1732,BR,0,M,0,0,29.31,30.02,4.7,7,6.4
2,2/10/2013,77,64,71,M,50,59,0,6,-,-,BR HZ,M,M,M,0,29.37,30.02,5.2,7,7.3
1,3/10/2013,78,60,69,12,65,67,0,4,550,1730,RA DZ FG+ BR,0,M,0,0.12,29.19,29.91,7.4,19,7.9
2,3/10/2013,78,64,71,M,65,67,0,6,-,-,RA DZ FG+ BR HZ,M,M,M,0.8,29.26,29.91,7.1,19,7.7
1,4/10/2013,74,65,70,13,65,66,0,5,552,1729,RA BR,0,M,0,  T,29.23,29.94,2.6,12,6.2
2,4/10/2013,76,66,71,M,64,66,0,6,-,-,BR HZ,M,M,M,0,29.29,29.94,2,16,6
1,5/10/2013,80,61,71,14,66,68,0,6,553,1727,TSRA BR,0,M,0,0.82,29.11,29.84,5.2,19,6.4
2,5/10/2013,81,65,73,M,66,68,0,8,-,-,BR HZ,M,M,M,0.68,29.18,29.83,6.7,19,8.1
1,6/10/2013,64,45,55,-1,44,49,10,0,554,1725,RA,0,M,0,0.09,29.02,29.75,8.7,25,9.5
2,6/10/2013,76,48,M,M,44,50,M,M,-,-,RA DZ BR,M,M,M,0.06,29.1,29.76,10.1,25,10.6
1,7/10/2013,68,45,57,1,45,50,8,0,555,1724, ,0,M,0,  T,29.23,29.92,6.1,28,9
2,7/10/2013,67,45,56,M,44,50,9,0,-,-, ,M,M,M,0,29.3,29.94,6.3,26,9.1
1,8/10/2013,75,43,59,3,48,53,6,0,556,1722, ,0,M,0,0,29.42,30.13,4.7,18,5.6
2,8/10/2013,76,49,63,M,46,53,2,0,-,-, ,M,M,M,0,29.49,30.13,4,17,5
1,9/10/2013,71,48,60,5,47,53,5,0,557,1720, ,0,M,0,0,29.45,30.18,3.6,12,4.6
2,9/10/2013,70,52,61,M,47,53,4,0,-,-, ,M,M,M,0,29.52,30.18,3.4,11,4.9
1,10/10/2013,74,46,60,5,50,55,5,0,558,1719,BR,0,M,0,0,29.37,30.11,2.9,13,3.9
2,10/10/2013,75,51,63,M,49,55,2,0,-,-, ,M,M,M,0,29.44,30.11,3,12,3.8
1,11/10/2013,76,51,64,10,51,56,1,0,559,1717, ,0,M,0,0,29.28,30.02,7.3,14,7.7
2,11/10/2013,77,56,67,M,48,56,0,2,-,-, ,M,M,M,0,29.36,30.02,6.1,14,6.9
1,12/10/2013,73,46,60,6,54,57,5,0,600,1715,RA BR,0,M,0,0.12,29.32,30.02,5.7,21,7.4
2,12/10/2013,73,53,63,M,52,57,2,0,-,-, ,M,M,M,0.01,29.39,30.02,6,21,8.6
1,13/10/2013,64,44,54,1,41,48,11,0,602,1714, ,0,M,0,0,29.62,30.32,5.3,32,6.6
2,13/10/2013,65,46,56,M,40,48,9,0,-,-, ,M,M,M,0,29.68,30.33,3.1,34,5
1,14/10/2013,62,42,52,-1,44,49,13,0,603,1712, ,0,M,0,0,29.53,30.29,6.6,8,8.4
2,14/10/2013,62,45,54,M,43,49,11,0,-,-, ,M,M,M,0,29.59,30.29,7.2,8,8.4
1,15/10/2013,64,49,57,4,51,54,8,0,604,1711,RA BR,0,M,0,0.07,29.14,29.91,7.6,19,10.6
2,15/10/2013,65,51,58,M,50,54,7,0,-,-,RA BR,M,M,M,0.09,29.22,29.92,6.9,19,9.7
1,16/10/2013,54,47,51,-1,45,48,14,0,605,1709,DZ,0,M,0,  T,29.16,29.89,10.5,25,10.8
2,16/10/2013,54,47,51,M,43,47,14,0,-,-,DZ,M,M,M,  T,29.23,29.91,10.5,25,10.7
1,17/10/2013,53,40,47,-5,44,46,18,0,606,1707,RA BR,0,M,0,0.29,29.12,29.86,6.1,26,6.9
2,17/10/2013,54,44,49,M,43,47,16,0,-,-,RA BR HZ,M,M,M,0.17,29.2,29.88,7.1,24,7.9
1,18/10/2013,50,39,45,-6,40,43,20,0,607,1706, ,0,M,0,0,29.18,29.91,8.3,26,8.7
2,18/10/2013,50,42,46,M,39,43,19,0,-,-, ,M,M,M,0,29.26,29.93,7.9,25,8.6
1,19/10/2013,54,42,48,-3,37,42,17,0,608,1704,RA,0,M,0,0.01,29.1,29.83,8.9,25,9.2
2,19/10/2013,54,43,49,M,36,43,16,0,-,-,RA,M,M,M,0.01,29.17,29.85,10.1,24,10.4
1,20/10/2013,61,36,49,-1,42,46,16,0,610,1703,RA,0,M,0,0.01,29.07,29.8,5.1,20,6.1
2,20/10/2013,65,41,53,M,41,47,12,0,-,-,RA,M,M,M,0.02,29.15,29.82,7.5,21,8.4
1,21/10/2013,55,33,44,-6,31,38,21,0,611,1701, ,0,M,0,  T,29.19,29.9,10.8,27,11.5
2,21/10/2013,55,36,46,M,32,40,19,0,-,-,RA,M,M,M,0.03,29.26,29.92,10.3,27,10.8
1,22/10/2013,42,29,36,-14,31,34,29,0,612,1660,RA,0,M,  T,  T,29.21,29.95,5.4,26,6.1
2,22/10/2013,41,31,36,M,31,35,29,0,-,-,RA DZ BR,M,M,M,0.03,29.28,29.97,4.6,26,5.4
1,23/10/2013,46,32,39,-10,27,34,26,0,613,1658, ,0,M,0,  T,29.24,29.98,9.2,30,10
2,23/10/2013,46,32,39,M,27,34,26,0,-,-,RA SN,M,M,M,  T,29.32,30,9.2,29,9.2
